year,country,co2_pp,hdi,co2_pp_area,region
2003,Vietnam,0.952,0.601,0.975704873,Asia and Oceania
2003,Yemen,0.889,0.464,0.942867965,Middle East and N Africa
2003,Zambia,0.185,0.456,0.430116263,Sub-Saharan Africa
2003,Zimbabwe,0.843,0.407,0.918150314,Sub-Saharan Africa
2004,Afghanistan,0.0394,0.396,0.198494332,Asia and Oceania
2004,Albania,1.34,0.685,1.15758369,Eastern Europe
2004,Algeria,2.7,0.68,1.643167673,Middle East and N Africa
2004,Andorra,7.36,,2.712931993,Western Europe exc EC
2004,Angola,0.996,0.426,0.997997996,Sub-Saharan Africa
2004,Antigua and Barbuda,4.78,,2.186321111,Asia and Oceania
2004,Argentina,4.07,0.78,2.0174241,Latin America and Caribbean
2004,Armenia,1.21,0.679,1.1,Eastern Europe
2004,Australia,17.2,0.91,4.147288271,Asia and Oceania
2004,Austria,8.81,0.848,2.968164416,European Community
2004,Azerbaijan,3.8,0.675,1.949358869,Eastern Europe
2004,Bahamas,5.34,0.786,2.310844002,Latin America and Caribbean
2004,Bahrain,21.1,0.806,4.593473631,Middle East and N Africa
2004,Bangladesh,0.267,0.499,0.516720427,Asia and Oceania
2004,Barbados,4.74,0.761,2.177154106,Latin America and Caribbean
2004,Belarus,6.01,0.713,2.451530134,Eastern Europe
2004,Belgium,10.6,0.861,3.255764119,European Community
2004,Belize,1.42,0.695,1.191637529,Latin America and Caribbean
2004,Benin,0.324,0.43,0.569209979,Sub-Saharan Africa
2004,Bhutan,0.481,,0.693541635,Asia and Oceania
2004,Bolivia,1.24,0.622,1.113552873,Latin America and Caribbean
2004,Bosnia and Herzegovina,4.13,,2.032240143,Eastern Europe
2004,Botswana,2.13,0.593,1.459451952,Sub-Saharan Africa
2004,Brazil,1.83,0.694,1.352774926,Latin America and Caribbean
2004,Brunei,13.9,0.834,3.728270376,Asia and Oceania
2004,Bulgaria,6.04,0.745,2.457641145,European Community
2004,Burkina Faso,0.0847,,0.291032644,Sub-Saharan Africa
2004,Burundi,0.0276,0.286,0.166132477,Sub-Saharan Africa
2004,Cambodia,0.187,0.47,0.432434966,Asia and Oceania
2004,Cameroon,0.233,0.456,0.482700735,Sub-Saharan Africa
2004,Canada,17.3,0.886,4.159326869,North America
2004,Cape Verde,0.706,0.582,0.840238062,Sub-Saharan Africa
2004,Central African Republic,0.0579,0.319,0.240624188,Sub-Saharan Africa
2004,Chad,0.0389,0.306,0.197230829,Sub-Saharan Africa
2004,Chile,3.74,0.79,1.933907961,Latin America and Caribbean
2004,China,3.98,0.634,1.994993734,Asia and Oceania
2004,Colombia,1.29,0.658,1.135781669,Latin America and Caribbean
2004,Comoros,0.239,0.434,0.488876262,Asia and Oceania
2004,"Congo, Dem. Rep.",0.0226,0.355,0.150332964,Sub-Saharan Africa
2004,"Congo, Rep.",0.263,0.496,0.512835256,Sub-Saharan Africa
2004,Costa Rica,1.66,0.723,1.288409873,Latin America and Caribbean
2004,Cote d'Ivoire,0.426,0.406,0.652686755,Sub-Saharan Africa
2004,Croatia,5.1,0.777,2.258317958,European Community
2004,Cuba,2.22,0.719,1.489966443,Latin America and Caribbean
2004,Cyprus,7.26,0.826,2.694438717,European Community
2004,Czech Republic,11.4,0.84,3.376388603,European Community
2004,Denmark,9.37,0.897,3.061045573,European Community
2004,Djibouti,0.528,0.396,0.726636085,Sub-Saharan Africa
2004,Dominica,1.62,0.703,1.272792206,Latin America and Caribbean
2004,Dominican Republic,2.01,0.668,1.417744688,Latin America and Caribbean
2004,Ecuador,2.15,0.688,1.46628783,Latin America and Caribbean
2004,Egypt,2,0.629,1.414213562,Middle East and N Africa
2004,El Salvador,1.06,0.644,1.029563014,Latin America and Caribbean
2004,Equatorial Guinea,7.2,0.563,2.683281573,Sub-Saharan Africa
2004,Eritrea,0.2,,0.447213595,Sub-Saharan Africa
2004,Estonia,12.7,0.812,3.563705936,European Community
2004,Ethiopia,0.071,0.325,0.266458252,Sub-Saharan Africa
2004,Fiji,1.65,0.699,1.284523258,Asia and Oceania
2004,Finland,12.8,0.864,3.577708764,European Community
2004,France,6.3,0.86,2.50998008,European Community
2004,Gabon,3.44,0.64,1.854723699,Sub-Saharan Africa
2004,Gambia,0.21,0.412,0.458257569,Sub-Saharan Africa
2004,Georgia,0.954,0.703,0.976729236,Eastern Europe
2004,Germany,10,0.884,3.16227766,European Community
2004,Ghana,0.35,0.499,0.591607978,Sub-Saharan Africa
2004,Greece,8.62,0.839,2.935983651,European Community
2004,Grenada,2,,1.414213562,Latin America and Caribbean
2004,Guatemala,0.908,0.567,0.95289034,Latin America and Caribbean
2004,Guinea,0.205,0.346,0.452769257,Sub-Saharan Africa
2004,Guinea-Bissau,0.149,,0.386005181,Sub-Saharan Africa
2004,Guyana,2.17,0.619,1.473091986,Latin America and Caribbean
2004,Haiti,0.218,0.452,0.466904701,Latin America and Caribbean
2004,Honduras,1.02,0.577,1.009950494,Latin America and Caribbean
2004,Hungary,5.68,0.795,2.383275058,European Community
2004,Iceland,7.71,0.879,2.776688675,Western Europe exc EC
2004,India,1.03,0.526,1.014889157,Asia and Oceania
2004,Indonesia,1.51,0.629,1.228820573,Asia and Oceania
2004,Iran,6.42,0.687,2.533771892,Middle East and N Africa
2004,Iraq,4.34,0.628,2.083266666,Middle East and N Africa
2004,Ireland,10.6,0.889,3.255764119,European Community
2004,Israel,9.12,0.866,3.019933774,Middle East and N Africa
2004,Italy,8.1,0.851,2.846049894,European Community
2004,Jamaica,3.91,0.706,1.977371993,Latin America and Caribbean
2004,Japan,9.87,0.87,3.141655614,Asia and Oceania
2004,Jordan,3.48,0.73,1.865475811,Middle East and N Africa
2004,Kazakhstan,11.2,0.737,3.346640106,Eastern Europe
2004,Kenya,0.217,0.474,0.465832588,Sub-Saharan Africa
2004,Kiribati,0.486,,0.697137002,Asia and Oceania
2004,Kuwait,28.8,0.789,5.366563146,Middle East and N Africa
2004,Kyrgyz Republic,1.17,0.612,1.081665383,Eastern Europe
2004,Lao,0.246,0.494,0.495983871,Asia and Oceania
2004,Latvia,3.25,0.791,1.802775638,European Community
2004,Lebanon,4.35,,2.085665361,Middle East and N Africa
2004,Lesotho,1.03,0.437,1.014889157,Sub-Saharan Africa
2004,Liberia,0.194,0.372,0.440454311,Sub-Saharan Africa
2004,Libya,8.83,0.748,2.971531592,Middle East and N Africa
2004,Liechtenstein,,0.883,0,Western Europe exc EC
2004,Lithuania,3.92,0.798,1.979898987,European Community
2004,Luxembourg,24.9,0.874,4.98998998,European Community
2004,"Macedonia, FYR",5.44,,2.332380758,Eastern Europe
2004,Madagascar,0.102,0.473,0.319374388,Sub-Saharan Africa
2004,Malawi,0.0735,0.371,0.271108834,Sub-Saharan Africa
2004,Malaysia,6.51,0.734,2.551470164,Asia and Oceania
2004,Maldives,2.15,0.625,1.46628783,Asia and Oceania
2004,Mali,0.0707,0.338,0.265894716,Sub-Saharan Africa
2004,Malta,6.36,0.805,2.521904043,European Community
2004,Mauritania,0.505,0.461,0.71063352,Sub-Saharan Africa
2004,Mauritius,2.54,0.704,1.593737745,Sub-Saharan Africa
2004,Mexico,4.12,0.719,2.029778313,North America
2004,"Micronesia, Fed. Sts.",1.34,0.617,1.15758369,Asia and Oceania
2004,Moldova,1.09,0.64,1.044030651,Eastern Europe
2004,Mongolia,3.42,0.637,1.849324201,Asia and Oceania
2004,Montenegro,3.8,0.746,1.949358869,Eastern Europe
2004,Morocco,1.44,0.569,1.2,Middle East and N Africa
2004,Mozambique,0.0946,0.341,0.30757113,Sub-Saharan Africa
2004,Myanmar,0.259,0.465,0.508920426,Asia and Oceania
2004,Namibia,0.976,0.565,0.987927123,Sub-Saharan Africa
2004,Nepal,0.105,0.469,0.324037035,Asia and Oceania
2004,Netherlands,11.3,0.888,3.361547263,European Community
2004,New Zealand,8.47,0.886,2.910326442,Asia and Oceania
2004,Nicaragua,0.834,0.592,0.913236005,Latin America and Caribbean
2004,Niger,0.062,0.278,0.248997992,Sub-Saharan Africa
2004,Nigeria,0.77,0.463,0.877496439,Sub-Saharan Africa
2004,Norway,9.27,0.929,3.04466747,Western Europe exc EC
2004,Oman,11.4,0.742,3.376388603,Middle East and N Africa
2004,Pakistan,0.873,0.487,0.93434469,Asia and Oceania
2004,Palau,12.8,0.756,3.577708764,Asia and Oceania
2004,Palestine,0.627,0.648,0.791833316,Asia and Oceania
2004,Panama,1.78,0.74,1.334166406,Latin America and Caribbean
2004,Papua New Guinea,0.728,0.446,0.85322916,Asia and Oceania
2004,Paraguay,0.717,0.646,0.846758525,Latin America and Caribbean
2004,Peru,1.17,0.692,1.081665383,Latin America and Caribbean
2004,Philippines,0.875,0.642,0.935414347,Asia and Oceania
2004,Poland,7.93,0.797,2.816025568,European Community
2004,Portugal,6,0.79,2.449489743,European Community
2004,Qatar,56.6,0.83,7.52329715,Middle East and N Africa
2004,Romania,4.49,0.745,2.11896201,European Community
2004,Russia,11.1,0.748,3.33166625,Eastern Europe
2004,Rwanda,0.0599,0.388,0.244744765,Sub-Saharan Africa
2004,Samoa,0.841,0.671,0.917060521,Asia and Oceania
2004,Sao Tome and Principe,0.483,0.514,0.694982014,Western Europe exc EC
2004,Saudi Arabia,17,0.761,4.123105626,Middle East and N Africa
2004,Senegal,0.478,0.415,0.691375441,Sub-Saharan Africa
2004,Serbia,5.72,0.73,2.391652149,Eastern Europe
2004,Seychelles,8.43,0.712,2.903446228,Sub-Saharan Africa
2004,Sierra Leone,0.118,0.341,0.343511281,Sub-Saharan Africa
2004,Singapore,6.52,0.821,2.553429067,Asia and Oceania
2004,Slovak Republic,7.18,0.784,2.679552201,Eastern Europe
2004,Slovenia,7.91,0.853,2.812472222,European Community
2004,Solomon Islands,0.352,0.465,0.593295879,Asia and Oceania
2004,South Africa,9.33,0.609,3.05450487,Sub-Saharan Africa
2004,South Korea,9.94,0.852,3.152776554,Asia and Oceania
2004,South Sudan,,,0,Middle East and N Africa
2004,Spain,7.83,0.837,2.798213716,European Community
2004,Sri Lanka,0.635,0.712,0.796868873,Asia and Oceania
2004,St. Kitts and Nevis,4.43,,2.104756518,Latin America and Caribbean
2004,St. Lucia,2.19,0.689,1.479864859,Latin America and Caribbean
2004,St. Vincent and the Grenadines,2.03,0.692,1.424780685,Latin America and Caribbean
2004,Sudan,0.38,0.423,0.6164414,Middle East and N Africa
2004,Suriname,3.16,0.672,1.777638883,Latin America and Caribbean
2004,Swaziland,0.941,0.495,0.970051545,Sub-Saharan Africa
2004,Sweden,6.06,0.89,2.461706725,European Community
2004,Switzerland,5.49,0.899,2.343074903,Western Europe exc EC
2004,Syria,2.87,0.624,1.694107435,Middle East and N Africa
2004,Tajikistan,0.382,0.572,0.618061486,Eastern Europe
2004,Tanzania,0.114,0.432,0.33763886,Sub-Saharan Africa
2004,Thailand,3.74,0.682,1.933907961,Asia and Oceania
2004,Timor-Leste,0.177,0.492,0.420713679,Asia and Oceania
2004,Togo,0.252,0.435,0.501996016,Sub-Saharan Africa
2004,Tonga,1.1,0.694,1.048808848,Asia and Oceania
2004,Trinidad and Tobago,25.9,0.745,5.08920426,Latin America and Caribbean
2004,Tunisia,2.23,0.683,1.493318452,European Community
2004,Turkey,3.36,0.681,1.833030278,Western Europe exc EC
2004,Turkmenistan,9.9,,3.146426545,Eastern Europe
2004,Uganda,0.063,0.429,0.250998008,Sub-Saharan Africa
2004,Ukraine,7.27,0.707,2.696293753,Eastern Europe
2004,United Arab Emirates,27.7,0.818,5.263078947,Middle East and N Africa
2004,United Kingdom,9,0.886,3,European Community
2004,United States,19.7,0.895,4.438468204,North America
2004,Uruguay,1.69,0.753,1.3,Latin America and Caribbean
2004,Uzbekistan,4.82,0.62,2.19544984,Eastern Europe
2004,Vanuatu,0.287,,0.535723809,Asia and Oceania
2004,Venezuela,5.76,0.7,2.4,Latin America and Caribbean
2004,Vietnam,1.08,0.609,1.039230485,Asia and Oceania
2004,Yemen,0.943,0.47,0.971081871,Middle East and N Africa
2004,Zambia,0.183,0.467,0.427784993,Sub-Saharan Africa
2004,Zimbabwe,0.742,0.406,0.861394219,Sub-Saharan Africa
2005,Afghanistan,0.0529,0.405,0.23,Asia and Oceania
2005,Albania,1.38,0.696,1.174734012,Eastern Europe
2005,Algeria,3.22,0.686,1.794435844,Middle East and N Africa
2005,Andorra,7.3,,2.701851217,Western Europe exc EC
2005,Angola,0.98,0.439,0.989949494,Sub-Saharan Africa
2005,Antigua and Barbuda,4.81,0.773,2.19317122,Asia and Oceania
2005,Argentina,4.14,0.782,2.034698995,Latin America and Caribbean
2005,Armenia,1.46,0.692,1.208304597,Eastern Europe
2005,Australia,17.3,0.915,4.159326869,Asia and Oceania
2005,Austria,8.99,0.854,2.99833287,European Community
2005,Azerbaijan,4.02,0.682,2.004993766,Eastern Europe
2005,Bahamas,5.29,0.788,2.3,Latin America and Caribbean
2005,Bahrain,21.6,0.81,4.647580015,Middle East and N Africa
2005,Bangladesh,0.275,0.506,0.524404424,Asia and Oceania
2005,Barbados,4.94,0.766,2.222611077,Latin America and Caribbean
2005,Belarus,6.15,0.723,2.479919354,Eastern Europe
2005,Belgium,10.3,0.865,3.209361307,European Community
2005,Belize,1.49,0.692,1.220655562,Latin America and Caribbean
2005,Benin,0.3,0.434,0.547722558,Sub-Saharan Africa
2005,Bhutan,0.603,,0.776530746,Asia and Oceania
2005,Bolivia,1.34,0.625,1.15758369,Latin America and Caribbean
2005,Bosnia and Herzegovina,4.29,0.697,2.071231518,Eastern Europe
2005,Botswana,2.21,0.61,1.486606875,Sub-Saharan Africa
2005,Brazil,1.86,0.698,1.36381817,Latin America and Caribbean
2005,Brunei,13.7,0.837,3.701351105,Asia and Oceania
2005,Bulgaria,6.24,0.75,2.497999199,European Community
2005,Burkina Faso,0.0839,0.325,0.289654967,Sub-Saharan Africa
2005,Burundi,0.0208,0.29,0.144222051,Sub-Saharan Africa
2005,Cambodia,0.209,0.483,0.457165178,Asia and Oceania
2005,Cameroon,0.212,0.456,0.460434577,Sub-Saharan Africa
2005,Canada,17.3,0.891,4.159326869,North America
2005,Cape Verde,0.927,0.596,0.962808392,Sub-Saharan Africa
2005,Central African Republic,0.0568,0.323,0.238327506,Sub-Saharan Africa
2005,Chad,0.0397,0.303,0.199248588,Sub-Saharan Africa
2005,Chile,3.83,0.796,1.957038579,Latin America and Caribbean
2005,China,4.46,0.646,2.111871208,Asia and Oceania
2005,Colombia,1.41,0.669,1.187434209,Latin America and Caribbean
2005,Comoros,0.228,0.451,0.477493455,Asia and Oceania
2005,"Congo, Dem. Rep.",0.0274,0.364,0.165529454,Sub-Saharan Africa
2005,"Congo, Rep.",0.264,0.507,0.513809303,Sub-Saharan Africa
2005,Costa Rica,1.62,0.727,1.272792206,Latin America and Caribbean
2005,Cote d'Ivoire,0.427,0.413,0.65345237,Sub-Saharan Africa
2005,Croatia,5.16,0.783,2.271563338,European Community
2005,Cuba,2.3,0.732,1.516575089,Latin America and Caribbean
2005,Cyprus,7.3,0.829,2.701851217,European Community
2005,Czech Republic,11.7,0.847,3.420526275,European Community
2005,Denmark,8.69,0.902,2.947880595,European Community
2005,Djibouti,0.529,0.405,0.727323862,Sub-Saharan Africa
2005,Dominica,1.66,0.705,1.288409873,Latin America and Caribbean
2005,Dominican Republic,2.02,0.677,1.42126704,Latin America and Caribbean
2005,Ecuador,2.2,0.693,1.483239697,Latin America and Caribbean
2005,Egypt,2.18,0.636,1.476482306,Middle East and N Africa
2005,El Salvador,1.07,0.651,1.034408043,Latin America and Caribbean
2005,Equatorial Guinea,6.22,0.569,2.493992783,Sub-Saharan Africa
2005,Eritrea,0.193,0.405,0.439317653,Sub-Saharan Africa
2005,Estonia,12.4,0.822,3.521363372,European Community
2005,Ethiopia,0.0667,0.346,0.258263431,Sub-Saharan Africa
2005,Fiji,1.33,0.695,1.153256259,Asia and Oceania
2005,Finland,10.4,0.869,3.224903099,European Community
2005,France,6.29,0.87,2.507987241,European Community
2005,Gabon,3.48,0.646,1.865475811,Sub-Saharan Africa
2005,Gambia,0.203,0.415,0.450555213,Sub-Saharan Africa
2005,Georgia,1.13,0.714,1.063014581,Eastern Europe
2005,Germany,9.76,0.892,3.12409987,European Community
2005,Ghana,0.325,0.51,0.570087713,Sub-Saharan Africa
2005,Greece,8.73,0.85,2.954657341,European Community
2005,Grenada,2.1,,1.449137675,Latin America and Caribbean
2005,Guatemala,0.96,0.57,0.979795897,Latin America and Caribbean
2005,Guinea,0.189,0.356,0.434741302,Sub-Saharan Africa
2005,Guinea-Bissau,0.154,0.388,0.392428337,Sub-Saharan Africa
2005,Guyana,1.91,0.622,1.382027496,Latin America and Caribbean
2005,Haiti,0.224,0.455,0.473286383,Latin America and Caribbean
2005,Honduras,1.02,0.583,1.009950494,Latin America and Caribbean
2005,Hungary,5.75,0.802,2.397915762,European Community
2005,Iceland,7.56,0.884,2.749545417,Western Europe exc EC
2005,India,1.07,0.536,1.034408043,Asia and Oceania
2005,Indonesia,1.51,0.632,1.228820573,Asia and Oceania
2005,Iran,6.66,0.692,2.58069758,Middle East and N Africa
2005,Iraq,4.2,0.631,2.049390153,Middle East and N Africa
2005,Ireland,10.3,0.896,3.209361307,European Community
2005,Israel,8.63,0.87,2.937686164,Middle East and N Africa
2005,Italy,8.05,0.856,2.837252192,European Community
2005,Jamaica,3.83,0.709,1.957038579,Latin America and Caribbean
2005,Japan,9.66,0.873,3.108054054,Asia and Oceania
2005,Jordan,3.69,0.733,1.920937271,Middle East and N Africa
2005,Kazakhstan,11.4,0.747,3.376388603,Eastern Europe
2005,Kenya,0.238,0.483,0.487852437,Sub-Saharan Africa
2005,Kiribati,0.675,0.576,0.821583836,Asia and Oceania
2005,Kuwait,31.4,0.787,5.60357029,Middle East and N Africa
2005,Kyrgyz Republic,1.1,0.613,1.048808848,Eastern Europe
2005,Lao,0.244,0.503,0.493963561,Asia and Oceania
2005,Latvia,3.33,0.807,1.824828759,European Community
2005,Lebanon,4.07,0.733,2.0174241,Middle East and N Africa
2005,Lesotho,1.03,0.437,1.014889157,Sub-Saharan Africa
2005,Liberia,0.223,0.377,0.472228758,Sub-Saharan Africa
2005,Libya,9,0.752,3,Middle East and N Africa
2005,Liechtenstein,,0.886,0,Western Europe exc EC
2005,Lithuania,4.16,0.807,2.039607805,European Community
2005,Luxembourg,25.2,0.88,5.019960159,European Community
2005,"Macedonia, FYR",5.47,0.703,2.338803113,Eastern Europe
2005,Madagascar,0.095,0.478,0.3082207,Sub-Saharan Africa
2005,Malawi,0.0672,0.377,0.259229628,Sub-Saharan Africa
2005,Malaysia,6.8,0.732,2.607680962,Asia and Oceania
2005,Maldives,1.89,0.622,1.374772708,Asia and Oceania
2005,Mali,0.0702,0.35,0.264952826,Sub-Saharan Africa
2005,Malta,6.63,0.809,2.574878638,European Community
2005,Mauritania,0.507,0.466,0.712039325,Sub-Saharan Africa
2005,Mauritius,2.7,0.713,1.643167673,Sub-Saharan Africa
2005,Mexico,4.3,0.723,2.073644135,North America
2005,"Micronesia, Fed. Sts.",1.14,0.622,1.067707825,Asia and Oceania
2005,Moldova,1.18,0.648,1.086278049,Eastern Europe
2005,Mongolia,3.39,0.649,1.841195264,Asia and Oceania
2005,Montenegro,3.59,0.751,1.894729532,Eastern Europe
2005,Morocco,1.5,0.575,1.224744871,Middle East and N Africa
2005,Mozambique,0.0871,0.353,0.295127091,Sub-Saharan Africa
2005,Myanmar,0.239,0.474,0.488876262,Asia and Oceania
2005,Namibia,1.14,0.57,1.067707825,Sub-Saharan Africa
2005,Nepal,0.12,0.476,0.346410162,Asia and Oceania
2005,Netherlands,11.1,0.893,3.33166625,European Community
2005,New Zealand,8.26,0.888,2.874021573,Asia and Oceania
2005,Nicaragua,0.803,0.597,0.896102673,Latin America and Caribbean
2005,Niger,0.0525,0.286,0.229128785,Sub-Saharan Africa
2005,Nigeria,0.763,0.466,0.873498712,Sub-Saharan Africa
2005,Norway,9.16,0.931,3.02654919,Western Europe exc EC
2005,Oman,11.9,0.748,3.449637662,Middle East and N Africa
2005,Pakistan,0.888,0.501,0.942337519,Asia and Oceania
2005,Palau,13.1,0.758,3.619392214,Asia and Oceania
2005,Palestine,0.767,0.656,0.875785362,Asia and Oceania
2005,Panama,2.05,0.744,1.431782106,Latin America and Caribbean
2005,Papua New Guinea,0.695,0.454,0.8336666,Asia and Oceania
2005,Paraguay,0.661,0.648,0.813019065,Latin America and Caribbean
2005,Peru,1.34,0.693,1.15758369,Latin America and Caribbean
2005,Philippines,0.867,0.646,0.931128348,Asia and Oceania
2005,Poland,7.89,0.803,2.808914381,European Community
2005,Portugal,6.18,0.793,2.485960579,European Community
2005,Qatar,58.9,0.835,7.674633542,Middle East and N Africa
2005,Romania,4.5,0.755,2.121320344,European Community
2005,Russia,11.2,0.754,3.346640106,Eastern Europe
2005,Rwanda,0.0587,0.404,0.242280829,Sub-Saharan Africa
2005,Samoa,0.897,0.677,0.947100839,Asia and Oceania
2005,Sao Tome and Principe,0.495,0.521,0.703562364,Western Europe exc EC
2005,Saudi Arabia,16.6,0.767,4.074309757,Middle East and N Africa
2005,Senegal,0.517,0.422,0.71902712,Sub-Saharan Africa
2005,Serbia,5.44,0.739,2.332380758,Eastern Europe
2005,Seychelles,7.77,0.728,2.787471973,Sub-Saharan Africa
2005,Sierra Leone,0.0966,0.348,0.310805405,Sub-Saharan Africa
2005,Singapore,6.76,0.839,2.6,Asia and Oceania
2005,Slovak Republic,7.29,0.793,2.7,Eastern Europe
2005,Slovenia,7.95,0.858,2.819574436,European Community
2005,Solomon Islands,0.343,0.47,0.585662019,Asia and Oceania
2005,South Africa,8.54,0.609,2.922327839,Sub-Saharan Africa
2005,South Korea,9.5,0.86,3.082207001,Asia and Oceania
2005,South Sudan,,,0,Middle East and N Africa
2005,Spain,8.03,0.844,2.833725463,European Community
2005,Sri Lanka,0.62,0.718,0.787400787,Asia and Oceania
2005,St. Kitts and Nevis,4.07,,2.0174241,Latin America and Caribbean
2005,St. Lucia,2.24,0.694,1.496662955,Latin America and Caribbean
2005,St. Vincent and the Grenadines,2.02,0.695,1.42126704,Latin America and Caribbean
2005,Sudan,0.355,0.43,0.595818764,Middle East and N Africa
2005,Suriname,3.2,0.678,1.788854382,Latin America and Caribbean
2005,Swaziland,0.922,0.502,0.960208311,Sub-Saharan Africa
2005,Sweden,5.7,0.892,2.387467277,European Community
2005,Switzerland,5.58,0.904,2.362202362,Western Europe exc EC
2005,Syria,2.77,0.636,1.664331698,Middle East and N Africa
2005,Tajikistan,0.356,0.579,0.596657356,Eastern Europe
2005,Tanzania,0.14,0.446,0.374165739,Sub-Saharan Africa
2005,Thailand,3.78,0.686,1.94422221,Asia and Oceania
2005,Timor-Leste,0.171,0.511,0.413521463,Asia and Oceania
2005,Togo,0.236,0.436,0.485798312,Sub-Saharan Africa
2005,Tonga,1.13,0.695,1.063014581,Asia and Oceania
2005,Trinidad and Tobago,29.4,0.751,5.422176685,Latin America and Caribbean
2005,Tunisia,2.24,0.689,1.496662955,European Community
2005,Turkey,3.5,0.687,1.870828693,Western Europe exc EC
2005,Turkmenistan,10.2,,3.193743885,Eastern Europe
2005,Uganda,0.0761,0.434,0.275862284,Sub-Saharan Africa
2005,Ukraine,7.12,0.716,2.668332813,Eastern Europe
2005,United Arab Emirates,25.4,0.823,5.039841267,Middle East and N Africa
2005,United Kingdom,9,0.89,3,European Community
2005,United States,19.6,0.898,4.427188724,North America
2005,Uruguay,1.74,0.756,1.319090596,Latin America and Caribbean
2005,Uzbekistan,4.42,0.626,2.102379604,Eastern Europe
2005,Vanuatu,0.28,0.572,0.529150262,Asia and Oceania
2005,Venezuela,6.16,0.714,2.481934729,Latin America and Caribbean
2005,Vietnam,1.16,0.618,1.077032961,Asia and Oceania
2005,Yemen,0.974,0.475,0.986914383,Middle East and N Africa
2005,Zambia,0.19,0.479,0.435889894,Sub-Saharan Africa
2005,Zimbabwe,0.832,0.408,0.91214034,Sub-Saharan Africa
2006,Afghanistan,0.0637,0.415,0.252388589,Asia and Oceania
2006,Albania,1.28,0.703,1.13137085,Eastern Europe
2006,Algeria,2.99,0.69,1.729161647,Middle East and N Africa
2006,Andorra,6.75,,2.598076211,Western Europe exc EC
2006,Angola,1.1,0.454,1.048808848,Sub-Saharan Africa
2006,Antigua and Barbuda,4.91,0.781,2.215851981,Asia and Oceania
2006,Argentina,4.43,0.788,2.104756518,Latin America and Caribbean
2006,Armenia,1.48,0.707,1.216552506,Eastern Europe
2006,Australia,17.8,0.918,4.219004622,Asia and Oceania
2006,Austria,8.71,0.86,2.951270913,European Community
2006,Azerbaijan,4.54,0.708,2.130727575,Eastern Europe
2006,Bahamas,4.96,0.79,2.227105745,Latin America and Caribbean
2006,Bahrain,19.6,0.813,4.427188724,Middle East and N Africa
2006,Bangladesh,0.3,0.513,0.547722558,Asia and Oceania
2006,Barbados,4.99,0.771,2.23383079,Latin America and Caribbean
2006,Belarus,6.48,0.739,2.545584412,Eastern Europe
2006,Belgium,10.1,0.871,3.178049716,European Community
2006,Belize,1.53,0.7,1.236931688,Latin America and Caribbean
2006,Benin,0.471,0.438,0.686294397,Sub-Saharan Africa
2006,Bhutan,0.584,,0.764198927,Asia and Oceania
2006,Bolivia,1.62,0.626,1.272792206,Latin America and Caribbean
2006,Bosnia and Herzegovina,4.65,0.703,2.156385865,Eastern Europe
2006,Botswana,2.2,0.63,1.483239697,Sub-Saharan Africa
2006,Brazil,1.84,0.7,1.356465997,Latin America and Caribbean
2006,Brunei,13.1,0.84,3.619392214,Asia and Oceania
2006,Bulgaria,6.43,0.755,2.535744467,European Community
2006,Burkina Faso,0.0984,0.334,0.313687743,Sub-Saharan Africa
2006,Burundi,0.0244,0.309,0.156204994,Sub-Saharan Africa
2006,Cambodia,0.223,0.495,0.472228758,Asia and Oceania
2006,Cameroon,0.216,0.456,0.464758002,Sub-Saharan Africa
2006,Canada,16.7,0.894,4.086563348,North America
2006,Cape Verde,0.984,0.602,0.991967741,Sub-Saharan Africa
2006,Central African Republic,0.0593,0.33,0.243515913,Sub-Saharan Africa
2006,Chad,0.0391,0.306,0.197737199,Sub-Saharan Africa
2006,Chile,3.97,0.797,1.992485885,Latin America and Caribbean
2006,China,4.91,0.659,2.215851981,Asia and Oceania
2006,Colombia,1.44,0.675,1.2,Latin America and Caribbean
2006,Comoros,0.258,0.459,0.507937004,Asia and Oceania
2006,"Congo, Dem. Rep.",0.0285,0.37,0.16881943,Sub-Saharan Africa
2006,"Congo, Rep.",0.291,0.517,0.539444158,Sub-Saharan Africa
2006,Costa Rica,1.65,0.734,1.284523258,Latin America and Caribbean
2006,Cote d'Ivoire,0.374,0.418,0.611555394,Sub-Saharan Africa
2006,Croatia,5.17,0.793,2.2737634,European Community
2006,Cuba,2.43,0.754,1.558845727,Latin America and Caribbean
2006,Cyprus,7.45,0.836,2.729468813,European Community
2006,Czech Republic,11.9,0.851,3.449637662,European Community
2006,Denmark,10.1,0.904,3.178049716,European Community
2006,Djibouti,0.516,0.416,0.7183314,Sub-Saharan Africa
2006,Dominica,1.61,0.711,1.268857754,Latin America and Caribbean
2006,Dominican Republic,2.11,0.685,1.452583905,Latin America and Caribbean
2006,Ecuador,2.07,0.696,1.438749457,Latin America and Caribbean
2006,Egypt,2.28,0.644,1.509966887,Middle East and N Africa
2006,El Salvador,1.13,0.657,1.063014581,Latin America and Caribbean
2006,Equatorial Guinea,6,0.587,2.449489743,Sub-Saharan Africa
2006,Eritrea,0.138,0.405,0.371483512,Sub-Saharan Africa
2006,Estonia,12,0.829,3.464101615,European Community
2006,Ethiopia,0.0698,0.362,0.264196896,Sub-Saharan Africa
2006,Fiji,1.47,0.698,1.212435565,Asia and Oceania
2006,Finland,12.5,0.873,3.535533906,European Community
